,image,MSE,PSNR,SSIM
584,he95968,298.90972900390625,23.268693896801377,0.54846525
585,he95969,321.75,23.05141764853349,0.51348144
586,he95970,297.12799072265625,23.365848180944763,0.4634267
587,he95971,176.78057861328125,25.97663147293718,0.49152222
588,he95972,197.22355143229166,25.175968506123347,0.49573323
589,he95973,191.0793660481771,25.30414596907641,0.4725938
590,he95974,167.3623046875,25.811376004266076,0.48051938
591,he95975,121.30994669596355,27.48006886178398,0.4945487
592,he95992,293.4487711588542,23.451636257192668,0.4763098
593,he95993,237.00044759114584,24.441506549152262,0.5054279
594,he95996,108.3363749186198,27.617312287251806,0.5165176
595,he95997,178.4315388997396,25.762258050545515,0.5312019
